producto,ciudad,2020,2022,2023,2024,2025
Habichuela,VILLAVICENCIO,,70.64033906802007,-5.155276567089739,6.706368768143922,13.147308919352252
Limón Común,ARMENIA,,54.17889445751776,6.859364321858097,-19.57215994719379,-2.1507310413430347
Limón Común,BARRANQUILLA,,108.97640907977681,9.206743554359175,-8.856620100832057,-8.431625831268452
Limón Común,"BOGOTÁ, D.C.",,70.03942085765821,-20.179122409414852,-26.386170939777397,-27.93194588752863
Limón Común,BUCARAMANGA,,60.171913969623404,-3.835341387208746,-19.853831005858158,-0.3693767380991475
Limón Común,CALI,,86.53571906733617,-16.480751873561218,-31.15937925761848,-37.094867114811024
Limón Común,CÚCUTA,,79.46918639832754,-100.0,,
Limón Común,IBAGUÉ,,102.82902609613424,-16.675199818672613,-39.84228211571404,-25.790899439328275
Limón Común,MEDELLÍN,,52.45248401320413,-23.312342990789126,-22.829935848851157,-14.623214866245583
Limón Común,MONTERÍA,,49.404165945718105,-1.28381807802892,-8.05687427980395,-9.405501648896086
Limón Común,NEIVA,,76.44309653818222,-8.617171350703611,-38.16924604898214,-24.88618480892042
Limón Común,PASTO,,-100.0,,,
Limón Común,PEREIRA,,67.94035035712851,-9.107963477475444,-24.17816363336387,-9.73956991288859
Limón Común,SAN JOSÉ DE CÚCUTA,,inf,-12.88198736224675,-14.244900170253716,-10.657214213333077
Limón Común,SANTA MARTA,,-100.0,,,
Limón Común,SINCELEJO,,49.001093902930506,0.0814197394568339,-14.221104240822113,-8.915830803026159
Limón Común,TUNJA,,45.90668545128824,-100.0,,inf
Limón Común,VALLEDUPAR,,40.680143240461476,-1.799551481889472,-15.059319959337792,-17.8382112979252
Limón Común,VILLAVICENCIO,,65.15095328479015,-4.8828793716396035,-18.003321323989198,0.05317259126962348
Limón Tahití,ARMENIA,,59.18502529607772,0.5827706465430182,-47.37551195464963,2.2858862709217664
Limón Tahití,BARRANQUILLA,,81.55414522338475,-6.198843388251563,-23.718448266693702,26.263547346332583
Limón Tahití,"BOGOTÁ, D.C.",,79.03889748916902,3.80980161346558,-26.87299152020709,-14.751877817035375
Limón Tahití,BUCARAMANGA,,124.61209551952051,-7.926132406877217,-35.318998826656326,46.21871334137844
Limón Tahití,CALI,,92.60496640432139,-8.845928049981799,-23.391737623203003,-13.257156035109297
Limón Tahití,CARTAGENA DE INDIAS,,95.1181470157834,0.9324675127711846,-20.629262644474565,28.4761224605681
Limón Tahití,CÚCUTA,,83.30290248601094,-100.0,,
Limón Tahití,IBAGUÉ,,106.92915097073312,-13.319061267706257,-22.805283151641063,-17.62967019399374
Limón Tahití,MANIZALES,,100.24923647342602,-10.122529774941945,-26.23463530973993,-19.800346035290428
Limón Tahití,MEDELLÍN,,85.32487191885527,-8.323955155081952,-33.65301262740369,21.308157573546737
Limón Tahití,NEIVA,,72.36541158531804,-3.5929917616521867,-22.00981441993426,-21.670665693945136
Limón Tahití,PASTO,,41.64991843367423,2.399959013321995,-27.273214013894666,0.5276948499538969
Limón Tahití,PEREIRA,,86.54631697260109,-6.101885687413111,-28.286255514407046,0.23387563937036226
Limón Tahití,SAN JOSÉ DE CÚCUTA,,inf,7.85655844525186,-21.6184429206703,4.5208702739843565
Limón Tahití,SINCELEJO,,-100.0,,,
Limón Tahití,TUNJA,,89.53425647284945,-7.4578649976836715,-33.40270791508675,17.872190001640618
Limón Tahití,VILLAVICENCIO,,82.40771838805834,-1.772901760955481,-23.233531142947072,-3.8814071313001963
Lulo,ARMENIA,,64.20090889482329,-6.032340949956905,18.26197302893229,9.375215830954641
Lulo,BARRANQUILLA,,65.11130258467483,-6.873272886822046,17.62473363678776,0.4623752505708234
Lulo,"BOGOTÁ, D.C.",,89.24496552887156,-7.681749758245083,13.559339375198043,2.7285706282641264
Lulo,BUCARAMANGA,,93.15009713437247,-10.756329219634397,17.964982750349655,3.9831352245693674
Lulo,CALI,,86.46338030593452,-10.516501486519648,17.19976915637773,7.4221428079335405
Lulo,CARTAGENA DE INDIAS,,55.14226293139537,-5.17296873703833,19.013485876707172,2.6486496310764718
Lulo,CÚCUTA,,64.90758305244782,-100.0,,
Lulo,IBAGUÉ,,96.03847545380826,-8.10661365426375,14.202159230478184,2.249258508072649
Lulo,MANIZALES,,88.25286353037858,-9.785935771303167,23.818304028055138,-8.14072751022893
Lulo,MEDELLÍN,,92.85821695269824,-10.350232852340302,19.760608775243927,-0.4968490433979067
Lulo,MONTERÍA,,58.9292536257517,0.5009046238789949,16.697248319085034,3.7438484540913697
Lulo,NEIVA,,108.76287272499087,-11.32020000322288,11.917910694655465,2.4976028451404675
Lulo,PASTO,,99.02178232800958,-14.91206727040375,7.070786855818834,10.540543530049295
Lulo,PEREIRA,,83.32573323235226,-7.878725254386865,21.603373845926342,0.7680349102894946
Lulo,POPAYÁN,,109.08404576581172,-10.666954072113978,11.117963235416472,7.370590929912968
Lulo,SAN JOSÉ DE CÚCUTA,,inf,8.96322753149883,17.469192272268263,-5.86165314983772
Lulo,SANTA MARTA,,75.72971511285729,-12.574978577549278,15.128644939965685,11.229354673931557
Lulo,SINCELEJO,,77.66047528415649,-5.827906268607874,18.112140596505434,-0.5979813241672294
Lulo,TUNJA,,65.37140227493275,-7.744225470676769,16.01414006735262,4.54910861972877
Lulo,VALLEDUPAR,,57.58672912838367,-3.1644859990877183,19.871199865559674,-3.9738839087871902
Lulo,VILLAVICENCIO,,94.26808855275533,-7.181372038201983,15.161138805301967,-0.33115619761653337
Mandarina*,ARMENIA,,56.66968647908712,-9.748064961911428,29.624299186750026,-2.2044586517356524
Mandarina*,BARRANQUILLA,,75.70486190680445,8.988686833581117,10.319060277034996,13.367724732550613
Mandarina*,"BOGOTÁ, D.C.",,38.97612442672824,12.302153252657044,10.660665588952,21.01743029088057
Mandarina*,BUCARAMANGA,,120.67834351531191,8.854353011225967,-11.366421502498426,44.9092910426175
Mandarina*,CALI,,37.9619668258028,5.816037167360566,40.740631252022766,-4.0230824438097335
Mandarina*,CARTAGENA DE INDIAS,,91.73379066552332,-35.239704409649875,28.11148243693975,34.809128579985085
Mandarina*,CÚCUTA,,140.53448285883272,-100.0,,
Mandarina*,IBAGUÉ,,118.80131362889985,7.4158190974622284,31.367898510755655,-20.22504933450897
Mandarina*,MANIZALES,,74.01127819548871,-2.0683453237410054,14.820746815109054,-16.941474050273463
Mandarina*,MEDELLÍN,,38.81448678257182,10.605946529052023,31.190208956015276,-11.975820406436144
Mandarina*,MONTERÍA,,31.475283708405442,23.615216674195306,5.882003902594635,-6.695280888829269
Mandarina*,PEREIRA,,75.11449134599681,0.4362157128937616,17.721052432733163,1.3061007683107473
Mandarina*,POPAYÁN,,56.77840730248662,6.163529394504019,28.39787988163758,3.9639165075393334
Mandarina*,SAN JOSÉ DE CÚCUTA,,inf,116.4666117584579,-3.82004828586181,18.937681635329675
Mandarina*,SANTA MARTA,,-100.0,inf,15.756605952051682,30.066728990039017
Mandarina*,SINCELEJO,,56.27302631578948,-6.9298446341014674,21.707790407540916,10.238895216400913
Mandarina*,TUNJA,,84.70305121498676,-1.5489941877157687,11.210131844965332,18.054818016355245
Mandarina*,VALLEDUPAR,,55.63563773902081,0.40638881013137507,26.178627553693023,-6.836274001037889
Mandarina*,VILLAVICENCIO,,53.34752367384566,26.859343886534546,14.905498312824704,20.275323314359216
Mango tommy,ARMENIA,,63.49797161071251,-42.85185721409842,43.86247109681312,2.064989517819704
