producto,ciudad,trend_slope,p,d,q
Tomate*,PEREIRA,112.53131290933652,8.0,1.0,0.0
Tomate*,POPAYÁN,5.34591629669103,3.0,1.0,0.0
Tomate*,SAN JOSÉ DE CÚCUTA,-22.764116213170382,3.0,0.0,2.0
Tomate*,SINCELEJO,239.68056440289956,2.0,1.0,1.0
Tomate*,TUNJA,2.2737367544323206e-13,0.0,1.0,0.0
Tomate*,VALLEDUPAR,141.45560552972165,3.0,1.0,1.0
Tomate*,VILLAVICENCIO,0.0,0.0,1.0,0.0
Yuca*,ARMENIA,0.0,0.0,1.0,0.0
Yuca*,BARRANQUILLA,4.208042858418821,1.0,1.0,0.0
Yuca*,"BOGOTÁ, D.C.",14.735993138530603,3.0,1.0,1.0
Yuca*,BUCARAMANGA,22.023063732875926,5.0,1.0,2.0
Yuca*,CARTAGENA DE INDIAS,8.296828406549025,3.0,1.0,0.0
Yuca*,CÚCUTA,-9.789567897047618,0.0,1.0,1.0
Yuca*,MANIZALES,2.020012562056536,0.0,1.0,1.0
Yuca*,MEDELLÍN,-0.6866688579887068,5.0,1.0,0.0
Yuca*,MONTERÍA,39.52401645132568,3.0,1.0,0.0
Yuca*,PEREIRA,-22.130700957381805,1.0,1.0,0.0
Yuca*,SAN JOSÉ DE CÚCUTA,-15.104280955265494,1.0,1.0,1.0
Yuca*,SANTA MARTA,0.0,0.0,1.0,0.0
Yuca*,SINCELEJO,-10.490763193465,6.0,1.0,1.0
Yuca*,VALLEDUPAR,-4.653239447036867,6.0,1.0,5.0
Yuca*,VILLAVICENCIO,9.908335824807637,5.0,1.0,0.0
Zanahoria,ARMENIA,-126.9278639418053,5.0,1.0,0.0
Zanahoria,BARRANQUILLA,52.39354865319797,5.0,1.0,0.0
Zanahoria,"BOGOTÁ, D.C.",68.73040382223144,7.0,1.0,1.0
Zanahoria,BUCARAMANGA,15.251723567546605,0.0,1.0,1.0
Zanahoria,CALI,-373.9853797910205,5.0,1.0,0.0
Zanahoria,CARTAGENA DE INDIAS,171.4536574666256,4.0,1.0,2.0
Zanahoria,CÚCUTA,-16.91336939276698,4.0,1.0,0.0
Zanahoria,IBAGUÉ,-126.43781570687679,3.0,1.0,0.0
Zanahoria,MANIZALES,-139.57447839128963,2.0,1.0,0.0
Zanahoria,MEDELLÍN,-3.151551586305345,2.0,1.0,2.0
Zanahoria,MONTERÍA,111.27098753630389,3.0,1.0,0.0
Zanahoria,NEIVA,-78.36701558212644,0.0,1.0,1.0
Zanahoria,PASTO,-121.90460494007061,3.0,0.0,4.0
Zanahoria,POPAYÁN,23.1236256300881,2.0,0.0,0.0
Zanahoria,SAN JOSÉ DE CÚCUTA,170.65694860951044,1.0,1.0,2.0
Zanahoria,SANTA MARTA,70.71148143579785,8.0,1.0,1.0
Zanahoria,SINCELEJO,138.90190688143343,3.0,1.0,2.0
Zanahoria,TUNJA,0.0,0.0,1.0,0.0
Zanahoria,VALLEDUPAR,64.16545761370958,6.0,1.0,0.0
Zanahoria,VILLAVICENCIO,270.7378819015389,3.0,1.0,0.0
