producto,ciudad,mes,precioPromedio
aguacate*,armenia,1,6983.0
aguacate*,armenia,2,4866.666666666667
aguacate*,armenia,3,4911.333333333333
aguacate*,armenia,4,4274.222222222223
aguacate*,armenia,5,4563.4
aguacate*,armenia,6,3964.0
aguacate*,armenia,7,3394.090909090909
aguacate*,armenia,8,3573.4
aguacate*,armenia,9,3888.6666666666665
aguacate*,armenia,10,6417.0
aguacate*,armenia,11,5367.0
aguacate*,armenia,12,5950.166666666667
aguacate*,barranquilla,2,7283.0
aguacate*,barranquilla,3,6673.4
aguacate*,barranquilla,4,5941.5
aguacate*,barranquilla,5,6200.0
aguacate*,barranquilla,6,5928.571428571428
aguacate*,barranquilla,7,5747.571428571428
aguacate*,barranquilla,8,4753.777777777777
aguacate*,barranquilla,9,5853.3
aguacate*,barranquilla,10,5666.7
aguacate*,barranquilla,11,5446.076923076923
aguacate*,barranquilla,12,5646.6
aguacate*,"bogotá, d.c.",1,8941.0
aguacate*,"bogotá, d.c.",2,7671.179487179487
aguacate*,"bogotá, d.c.",3,7197.725
aguacate*,"bogotá, d.c.",4,8031.151515151515
aguacate*,"bogotá, d.c.",5,7263.959183673469
aguacate*,"bogotá, d.c.",6,5672.023255813953
aguacate*,"bogotá, d.c.",7,5184.117647058823
aguacate*,"bogotá, d.c.",8,5809.535714285715
aguacate*,"bogotá, d.c.",9,6424.0344827586205
aguacate*,"bogotá, d.c.",10,8098.925925925926
aguacate*,"bogotá, d.c.",11,7923.424242424242
aguacate*,"bogotá, d.c.",12,8622.030303030304
aguacate*,bucaramanga,1,8791.5
aguacate*,bucaramanga,2,8708.25
aguacate*,bucaramanga,3,6609.818181818182
aguacate*,bucaramanga,4,6217.555555555556
aguacate*,bucaramanga,5,6687.538461538462
aguacate*,bucaramanga,6,4205.555555555556
aguacate*,bucaramanga,7,4762.555555555556
aguacate*,bucaramanga,8,3837.5
aguacate*,bucaramanga,9,5716.5
aguacate*,bucaramanga,11,8250.0
aguacate*,bucaramanga,12,9573.0
aguacate*,cali,1,8172.619047619048
aguacate*,cali,2,7302.423076923077
aguacate*,cali,3,7133.551724137931
aguacate*,cali,4,8159.137931034483
aguacate*,cali,5,5737.138888888889
aguacate*,cali,6,4302.923076923077
aguacate*,cali,7,4336.555555555556
aguacate*,cali,8,4709.625
aguacate*,cali,9,5691.1875
aguacate*,cali,10,8289.904761904761
aguacate*,cali,11,7531.826086956522
aguacate*,cali,12,7395.055555555556
aguacate*,cartagena de indias,1,9602.363636363636
aguacate*,cartagena de indias,2,9464.285714285714
aguacate*,cartagena de indias,3,10267.857142857143
aguacate*,cartagena de indias,4,9166.666666666666
aguacate*,cartagena de indias,5,7333.0
aguacate*,cartagena de indias,6,5382.545454545455
aguacate*,cartagena de indias,7,5184.375
aguacate*,cartagena de indias,8,5387.5
aguacate*,cartagena de indias,9,6135.25
aguacate*,cartagena de indias,10,5175.0
aguacate*,cartagena de indias,11,10667.0
aguacate*,cartagena de indias,12,7854.166666666667
aguacate*,cúcuta,2,5333.4
aguacate*,cúcuta,3,5231.555555555556
aguacate*,cúcuta,4,4442.857142857143
aguacate*,cúcuta,5,4444.333333333333
aguacate*,cúcuta,6,4217.666666666667
aguacate*,cúcuta,7,4106.0
aguacate*,cúcuta,8,4140.0
aguacate*,cúcuta,9,3875.0
aguacate*,cúcuta,10,4669.333333333333
aguacate*,cúcuta,11,5666.5
aguacate*,cúcuta,12,5500.2
aguacate*,ibagué,1,7618.083333333333
aguacate*,ibagué,2,7522.0
aguacate*,ibagué,3,6757.692307692308
aguacate*,ibagué,4,7644.2307692307695
aguacate*,ibagué,5,5889.357142857143
aguacate*,ibagué,6,4099.533333333334
aguacate*,ibagué,7,3973.153846153846
aguacate*,ibagué,8,4001.923076923077
aguacate*,ibagué,9,4946.5
aguacate*,ibagué,10,6344.727272727273
aguacate*,ibagué,11,7194.416666666667
aguacate*,ibagué,12,7148.714285714285
aguacate*,manizales,1,6916.714285714285
aguacate*,manizales,2,6250.0
aguacate*,manizales,3,6241.6
aguacate*,manizales,4,7100.0
aguacate*,manizales,5,4238.4
aguacate*,manizales,6,4041.6
aguacate*,manizales,7,3432.4444444444443
aguacate*,manizales,8,3075.0
aguacate*,manizales,9,3458.5
aguacate*,manizales,10,5161.0
aguacate*,manizales,11,6925.0
aguacate*,manizales,12,6843.75
aguacate*,medellín,1,7103.068965517241
aguacate*,medellín,2,5962.555555555556
aguacate*,medellín,3,6800.277777777777
aguacate*,medellín,4,7235.975
aguacate*,medellín,5,5896.931818181818
aguacate*,medellín,6,3783.8823529411766
aguacate*,medellín,7,3907.542857142857
aguacate*,medellín,8,4394.833333333333
aguacate*,medellín,9,6482.375
aguacate*,medellín,10,8481.727272727272
aguacate*,medellín,11,7997.592592592592
aguacate*,medellín,12,7152.966666666666
aguacate*,montería,1,8082.545454545455
aguacate*,montería,2,7700.0
aguacate*,montería,3,9041.625
aguacate*,montería,4,11888.666666666666
aguacate*,montería,5,7227.083333333333
aguacate*,montería,6,4525.0
aguacate*,montería,7,3983.9285714285716
aguacate*,montería,8,4031.25
aguacate*,montería,9,5833.333333333333
aguacate*,montería,10,6444.333333333333
aguacate*,montería,11,9385.5
aguacate*,montería,12,7856.25
aguacate*,neiva,1,8445.75
aguacate*,neiva,2,7796.153846153846
aguacate*,neiva,3,7424.5625
aguacate*,neiva,4,8044.923076923077
aguacate*,neiva,5,6509.875
aguacate*,neiva,6,4459.277777777777
aguacate*,neiva,7,4345.45
aguacate*,neiva,8,4515.333333333333
aguacate*,neiva,9,5604.545454545455
aguacate*,neiva,10,7511.4375
aguacate*,neiva,11,7413.714285714285
aguacate*,neiva,12,7139.705882352941
aguacate*,pereira,1,7382.137931034483
aguacate*,pereira,2,6587.055555555556
aguacate*,pereira,3,6718.5526315789475
aguacate*,pereira,4,7723.371428571429
aguacate*,pereira,5,5936.468085106383
aguacate*,pereira,6,3973.225
aguacate*,pereira,7,3610.05
aguacate*,pereira,8,4225.8125
aguacate*,pereira,9,5035.185185185185
aguacate*,pereira,10,8805.76923076923
aguacate*,pereira,11,7869.0
aguacate*,pereira,12,7219.148148148148
aguacate*,popayán,1,8250.0
aguacate*,popayán,2,6475.0
aguacate*,popayán,3,8311.5
aguacate*,popayán,4,5765.0
aguacate*,popayán,5,6309.0
aguacate*,popayán,6,4859.615384615385
aguacate*,popayán,7,4361.111111111111
aguacate*,popayán,8,4391.666666666667
aguacate*,popayán,10,11025.0
aguacate*,popayán,11,8225.0
aguacate*,popayán,12,7165.0
aguacate*,san josé de cúcuta,2,7667.0
aguacate*,san josé de cúcuta,3,11500.0
aguacate*,san josé de cúcuta,4,9812.375
aguacate*,san josé de cúcuta,5,8814.666666666666
aguacate*,san josé de cúcuta,6,6231.444444444444
aguacate*,san josé de cúcuta,7,6000.0
aguacate*,san josé de cúcuta,8,5291.5
aguacate*,san josé de cúcuta,9,5444.666666666667
aguacate*,san josé de cúcuta,10,7069.333333333333
aguacate*,san josé de cúcuta,11,10791.5
aguacate*,san josé de cúcuta,12,8618.857142857143
aguacate*,sincelejo,1,8303.57142857143
aguacate*,sincelejo,2,7711.7
aguacate*,sincelejo,3,7055.555555555556
aguacate*,sincelejo,4,7884.375
aguacate*,sincelejo,5,4150.0
aguacate*,sincelejo,6,4572.875
aguacate*,sincelejo,7,4253.125
aguacate*,sincelejo,8,4384.2
aguacate*,sincelejo,9,7179.166666666667
aguacate*,sincelejo,10,7066.666666666667
aguacate*,sincelejo,11,7572.875
aguacate*,sincelejo,12,8148.666666666667
aguacate*,tunja,1,8050.0
aguacate*,tunja,2,7478.866666666667
aguacate*,tunja,3,7046.7692307692305
aguacate*,tunja,4,6918.8421052631575
aguacate*,tunja,5,6010.913043478261
aguacate*,tunja,6,4529.25
aguacate*,tunja,7,4598.4
aguacate*,tunja,8,4362.5
aguacate*,tunja,9,5775.0
aguacate*,tunja,10,7027.615384615385
aguacate*,tunja,11,7901.5
aguacate*,tunja,12,7795.875
aguacate*,valledupar,1,10361.6
aguacate*,valledupar,2,9443.083333333334
aguacate*,valledupar,3,8384.615384615385
aguacate*,valledupar,4,10716.625
aguacate*,valledupar,6,4375.0
aguacate*,valledupar,7,4655.0
aguacate*,valledupar,8,4700.0
aguacate*,valledupar,9,7480.5
aguacate*,valledupar,10,7525.0
aguacate*,valledupar,11,6860.0
aguacate*,valledupar,12,6400.0
aguacate*,villavicencio,1,9118.8
aguacate*,villavicencio,2,8267.0
aguacate*,villavicencio,3,8330.76923076923
aguacate*,villavicencio,4,9162.533333333333
aguacate*,villavicencio,5,6818.476190476191
aguacate*,villavicencio,6,5645.473684210527
aguacate*,villavicencio,7,5385.25
aguacate*,villavicencio,8,5535.5
aguacate*,villavicencio,9,7925.0
aguacate*,villavicencio,10,8767.92857142857
aguacate*,villavicencio,11,8576.733333333334
aguacate*,villavicencio,12,9300.0
ahuyama,armenia,1,983.0
ahuyama,armenia,2,933.0
ahuyama,armenia,3,822.0
ahuyama,armenia,4,777.6666666666666
ahuyama,armenia,5,733.0
ahuyama,armenia,6,1167.0
ahuyama,armenia,7,1075.0
ahuyama,armenia,8,1083.5
ahuyama,armenia,9,767.0
ahuyama,armenia,10,1117.0
ahuyama,armenia,11,1055.6666666666667
ahuyama,armenia,12,1108.0
ahuyama,barranquilla,1,918.8571428571429
ahuyama,barranquilla,2,783.8333333333334
ahuyama,barranquilla,3,973.1818181818181
ahuyama,barranquilla,4,832.3913043478261
ahuyama,barranquilla,5,957.6315789473684
ahuyama,barranquilla,6,1180.2857142857142
ahuyama,barranquilla,7,1344.5217391304348
ahuyama,barranquilla,8,905.375
ahuyama,barranquilla,9,944.0666666666667
ahuyama,barranquilla,10,1039.0
ahuyama,barranquilla,11,1045.8823529411766
ahuyama,barranquilla,12,968.4285714285714
ahuyama,"bogotá, d.c.",1,1933.0689655172414
ahuyama,"bogotá, d.c.",2,1470.8837209302326
ahuyama,"bogotá, d.c.",3,1337.0487804878048
ahuyama,"bogotá, d.c.",4,1377.3
ahuyama,"bogotá, d.c.",5,1385.8064516129032
ahuyama,"bogotá, d.c.",6,1560.5333333333333
ahuyama,"bogotá, d.c.",7,1695.2368421052631
ahuyama,"bogotá, d.c.",8,1622.8
ahuyama,"bogotá, d.c.",9,1615.9736842105262
ahuyama,"bogotá, d.c.",10,1761.3142857142857
ahuyama,"bogotá, d.c.",11,1964.4146341463415
ahuyama,"bogotá, d.c.",12,1817.8108108108108
ahuyama,bucaramanga,1,1185.0
ahuyama,bucaramanga,2,1172.5
ahuyama,bucaramanga,3,1116.75
ahuyama,bucaramanga,4,1011.1111111111111
ahuyama,bucaramanga,5,908.3333333333334
ahuyama,bucaramanga,6,930.4285714285714
ahuyama,bucaramanga,7,1033.3333333333333
ahuyama,bucaramanga,8,953.5714285714286
ahuyama,bucaramanga,9,1068.75
ahuyama,bucaramanga,10,875.0
ahuyama,bucaramanga,11,1140.3333333333333
ahuyama,bucaramanga,12,1089.2857142857142
ahuyama,cali,1,1324.421052631579
ahuyama,cali,2,1043.032258064516
ahuyama,cali,3,916.7083333333334
ahuyama,cali,4,914.5185185185185
ahuyama,cali,5,873.95
ahuyama,cali,6,968.2352941176471
ahuyama,cali,7,1052.8333333333333
ahuyama,cali,8,1093.392857142857
ahuyama,cali,9,1019.2272727272727
ahuyama,cali,10,1079.6842105263158
ahuyama,cali,11,1098.8095238095239
ahuyama,cali,12,1150.2
ahuyama,cartagena de indias,1,1178.0
ahuyama,cartagena de indias,2,1083.5
ahuyama,cartagena de indias,3,1429.25
ahuyama,cartagena de indias,4,1200.0
ahuyama,cartagena de indias,5,950.0
ahuyama,cartagena de indias,7,1350.0
ahuyama,cartagena de indias,8,1266.75
ahuyama,cartagena de indias,9,1400.0
ahuyama,cartagena de indias,10,2600.0
ahuyama,cartagena de indias,11,1378.5714285714287
ahuyama,cartagena de indias,12,1456.6
ahuyama,cúcuta,2,1058.7272727272727
ahuyama,cúcuta,3,858.0
ahuyama,cúcuta,4,950.0
ahuyama,cúcuta,6,1021.0
ahuyama,cúcuta,7,1419.3333333333333
ahuyama,cúcuta,8,1500.0
ahuyama,cúcuta,10,1608.6666666666667
ahuyama,cúcuta,11,1394.6666666666667
ahuyama,cúcuta,12,1271.0
ahuyama,ibagué,1,1437.5
ahuyama,ibagué,2,1260.7142857142858
ahuyama,ibagué,3,1180.25
ahuyama,ibagué,4,1219.75
ahuyama,ibagué,5,1283.375
ahuyama,ibagué,6,1061.857142857143
ahuyama,ibagué,7,1100.111111111111
ahuyama,ibagué,8,1323.9333333333334
ahuyama,ibagué,9,1223.4
ahuyama,ibagué,10,1327.7777777777778
ahuyama,ibagué,11,1487.2307692307693
ahuyama,ibagué,12,1410.8
ahuyama,manizales,1,1677.8333333333333
ahuyama,manizales,2,1600.0
ahuyama,manizales,3,1554.25
ahuyama,manizales,4,1373.2
ahuyama,manizales,5,1300.0
ahuyama,manizales,6,1075.0
ahuyama,manizales,7,1500.0
ahuyama,manizales,8,1247.75
ahuyama,manizales,9,1219.4444444444443
ahuyama,manizales,10,1125.0
ahuyama,manizales,11,1062.5
ahuyama,manizales,12,1500.0
ahuyama,medellín,1,1062.5
ahuyama,medellín,2,893.15
ahuyama,medellín,3,861.6666666666666
ahuyama,medellín,4,902.8571428571429
ahuyama,medellín,5,769.9411764705883
ahuyama,medellín,6,847.8181818181819
ahuyama,medellín,7,956.9090909090909
ahuyama,medellín,8,990.7826086956521
ahuyama,medellín,9,953.4
ahuyama,medellín,10,1057.2857142857142
ahuyama,medellín,11,1097.7272727272727
ahuyama,medellín,12,1075.125
ahuyama,montería,1,1226.888888888889
ahuyama,montería,2,1025.0
ahuyama,montería,3,1667.0
ahuyama,montería,4,1216.6666666666667
ahuyama,montería,5,907.5
ahuyama,montería,6,1278.0
ahuyama,montería,7,1873.4
ahuyama,montería,8,1155.0666666666666
ahuyama,montería,9,770.0
ahuyama,montería,10,1044.8181818181818
ahuyama,montería,11,1015.6666666666666
ahuyama,montería,12,730.8333333333334
ahuyama,pereira,1,1417.857142857143
ahuyama,pereira,2,1283.0232558139535
ahuyama,pereira,3,1216.6888888888889
ahuyama,pereira,4,1211.439024390244
ahuyama,pereira,5,1184.157894736842
ahuyama,pereira,6,1190.4864864864865
ahuyama,pereira,7,1212.090909090909
ahuyama,pereira,8,1277.1315789473683
ahuyama,pereira,9,1215.9268292682927
ahuyama,pereira,10,1217.5714285714287
ahuyama,pereira,11,1277.4594594594594
ahuyama,pereira,12,1296.861111111111
ahuyama,popayán,1,1659.0
ahuyama,popayán,2,1555.8333333333333
ahuyama,popayán,3,1601.6666666666667
ahuyama,popayán,4,1485.7142857142858
ahuyama,popayán,5,1270.0
ahuyama,popayán,6,1241.111111111111
ahuyama,popayán,7,1302.142857142857
ahuyama,popayán,8,1313.125
ahuyama,popayán,9,1204.375
ahuyama,popayán,10,1189.0
ahuyama,popayán,11,1482.5
ahuyama,popayán,12,1612.142857142857
ahuyama,san josé de cúcuta,1,1588.888888888889
ahuyama,san josé de cúcuta,2,1619.4444444444443
ahuyama,san josé de cúcuta,3,1510.25
ahuyama,san josé de cúcuta,4,1412.909090909091
ahuyama,san josé de cúcuta,5,1428.5714285714287
ahuyama,san josé de cúcuta,6,1482.3333333333333
ahuyama,san josé de cúcuta,7,1477.4285714285713
ahuyama,san josé de cúcuta,8,1382.4444444444443
ahuyama,san josé de cúcuta,9,1350.0
ahuyama,san josé de cúcuta,10,1355.0
ahuyama,san josé de cúcuta,11,1537.5
ahuyama,san josé de cúcuta,12,1520.0
ahuyama,sincelejo,1,1083.2857142857142
ahuyama,sincelejo,2,767.8333333333334
ahuyama,sincelejo,3,1160.375
ahuyama,sincelejo,4,965.3846153846154
ahuyama,sincelejo,5,727.6666666666666
ahuyama,sincelejo,6,1576.6
ahuyama,sincelejo,7,1308.3333333333333
ahuyama,sincelejo,8,1352.3636363636363
ahuyama,sincelejo,9,1359.0
ahuyama,sincelejo,10,1570.25
ahuyama,sincelejo,11,1396.8461538461538
ahuyama,sincelejo,12,1126.3076923076924
ahuyama,tunja,1,923.25
ahuyama,tunja,2,862.9
ahuyama,tunja,3,779.5294117647059
ahuyama,tunja,4,786.6666666666666
ahuyama,tunja,5,739.7692307692307
ahuyama,tunja,6,791.0
ahuyama,tunja,7,774.8125
ahuyama,tunja,8,763.9411764705883
ahuyama,tunja,9,706.0
ahuyama,tunja,10,760.0
ahuyama,tunja,11,695.375
ahuyama,tunja,12,852.8888888888889
ahuyama,valledupar,1,1051.6
ahuyama,valledupar,2,816.75
ahuyama,valledupar,3,1406.8823529411766
ahuyama,valledupar,4,862.3571428571429
ahuyama,valledupar,5,891.7272727272727
ahuyama,valledupar,6,1585.7272727272727
ahuyama,valledupar,7,1528.3076923076924
ahuyama,valledupar,8,1138.5625
ahuyama,valledupar,9,939.1538461538462
ahuyama,valledupar,10,1434.7272727272727
ahuyama,valledupar,11,1070.6923076923076
ahuyama,valledupar,12,1124.357142857143
arracacha*,armenia,1,2306.0
arracacha*,armenia,2,2869.5
arracacha*,armenia,3,2575.3333333333335
arracacha*,armenia,4,1836.2
arracacha*,armenia,5,2371.875
arracacha*,armenia,6,2238.75
arracacha*,armenia,7,3741.0
arracacha*,armenia,8,2081.2727272727275
arracacha*,armenia,9,2446.1428571428573
arracacha*,armenia,11,2684.3333333333335
arracacha*,armenia,12,2875.25
arracacha*,"bogotá, d.c.",1,2406.705882352941
arracacha*,"bogotá, d.c.",2,1559.095238095238
arracacha*,"bogotá, d.c.",3,2012.8076923076924
arracacha*,"bogotá, d.c.",4,1874.7636363636364
arracacha*,"bogotá, d.c.",5,2190.325
arracacha*,"bogotá, d.c.",6,2066.2
arracacha*,"bogotá, d.c.",7,1941.4772727272727
arracacha*,"bogotá, d.c.",8,2087.0
arracacha*,"bogotá, d.c.",9,2348.0
arracacha*,"bogotá, d.c.",10,2290.488888888889
arracacha*,"bogotá, d.c.",11,2180.4313725490197
arracacha*,"bogotá, d.c.",12,2219.6
arracacha*,bucaramanga,1,2991.5555555555557
arracacha*,bucaramanga,2,2423.1111111111113
arracacha*,bucaramanga,3,2581.5416666666665
arracacha*,bucaramanga,4,2542.4
arracacha*,bucaramanga,5,2608.5
arracacha*,bucaramanga,6,2545.5238095238096
arracacha*,bucaramanga,7,2098.75
arracacha*,bucaramanga,8,2205.0666666666666
arracacha*,bucaramanga,9,1967.2
arracacha*,bucaramanga,10,2097.95
arracacha*,bucaramanga,11,1872.3636363636363
arracacha*,bucaramanga,12,2624.3125
arracacha*,cúcuta,2,1414.8461538461538
arracacha*,cúcuta,3,1470.5
arracacha*,cúcuta,4,1666.9
arracacha*,cúcuta,5,1583.357142857143
arracacha*,cúcuta,6,1666.642857142857
arracacha*,cúcuta,7,1694.8461538461538
arracacha*,cúcuta,8,1902.6153846153845
arracacha*,cúcuta,9,2045.4545454545455
arracacha*,cúcuta,10,2095.875
arracacha*,cúcuta,11,2666.6923076923076
arracacha*,cúcuta,12,1726.6
arracacha*,ibagué,1,2283.076923076923
arracacha*,ibagué,2,1358.25
arracacha*,ibagué,3,1970.0
arracacha*,ibagué,4,1741.5714285714287
arracacha*,ibagué,5,2266.714285714286
arracacha*,ibagué,6,2003.9166666666667
arracacha*,ibagué,7,1789.3
arracacha*,ibagué,8,1938.642857142857
arracacha*,ibagué,9,2049.1428571428573
arracacha*,ibagué,10,1941.8947368421052
arracacha*,ibagué,11,2170.4375
arracacha*,ibagué,12,2251.777777777778
arracacha*,medellín,1,2769.1481481481483
arracacha*,medellín,2,2637.8285714285716
arracacha*,medellín,3,2410.121951219512
arracacha*,medellín,4,2565.8285714285716
arracacha*,medellín,5,2824.28125
arracacha*,medellín,6,2678.9117647058824
arracacha*,medellín,7,2760.6206896551726
arracacha*,medellín,8,2917.6052631578946
arracacha*,medellín,9,2628.6
arracacha*,medellín,10,2676.948717948718
arracacha*,medellín,11,2800.2580645161293
arracacha*,medellín,12,2914.8529411764707
arracacha*,neiva,1,2999.0833333333335
arracacha*,neiva,2,2299.5
arracacha*,neiva,3,2436.8125
arracacha*,neiva,4,2155.6470588235293
arracacha*,neiva,5,2611.25
arracacha*,neiva,6,2499.5333333333333
arracacha*,neiva,7,2992.7272727272725
arracacha*,neiva,8,2682.7272727272725
arracacha*,neiva,9,2608.3846153846152
arracacha*,neiva,10,2730.235294117647
arracacha*,neiva,11,2643.9411764705883
arracacha*,neiva,12,2917.153846153846
arracacha*,pasto,1,2359.875
arracacha*,pasto,2,1817.8181818181818
arracacha*,pasto,3,1729.5454545454545
arracacha*,pasto,4,1429.7272727272727
arracacha*,pasto,5,1699.578947368421
arracacha*,pasto,6,1681.2941176470588
arracacha*,pasto,7,1638.5714285714287
arracacha*,pasto,8,1689.4
arracacha*,pasto,9,1634.6153846153845
arracacha*,pasto,10,2005.2857142857142
arracacha*,pasto,11,1907.8125
arracacha*,pasto,12,2296.277777777778
arracacha*,pereira,1,3298.8846153846152
arracacha*,pereira,2,2656.051282051282
arracacha*,pereira,3,2612.340909090909
arracacha*,pereira,4,2729.5116279069766
arracacha*,pereira,5,2743.542857142857
arracacha*,pereira,6,2829.3076923076924
arracacha*,pereira,7,2585.6071428571427
arracacha*,pereira,8,2647.6111111111113
arracacha*,pereira,9,2875.5263157894738
arracacha*,pereira,10,2995.1428571428573
arracacha*,pereira,11,3195.3529411764707
arracacha*,pereira,12,2739.5405405405404
arracacha*,san josé de cúcuta,1,3550.05
arracacha*,san josé de cúcuta,2,3455.5555555555557
arracacha*,san josé de cúcuta,3,3440.5
arracacha*,san josé de cúcuta,4,3505.823529411765
arracacha*,san josé de cúcuta,5,4088.0
arracacha*,san josé de cúcuta,6,4505.153846153846
arracacha*,san josé de cúcuta,7,4175.818181818182
arracacha*,san josé de cúcuta,8,3482.3529411764707
arracacha*,san josé de cúcuta,9,3773.8571428571427
arracacha*,san josé de cúcuta,10,3218.181818181818
arracacha*,san josé de cúcuta,11,2897.785714285714
arracacha*,san josé de cúcuta,12,3235.6428571428573
arracacha*,tunja,1,2384.1666666666665
arracacha*,tunja,2,2047.5714285714287
arracacha*,tunja,3,2243.285714285714
arracacha*,tunja,4,2268.4375
arracacha*,tunja,5,2265.176470588235
arracacha*,tunja,6,1983.0833333333333
arracacha*,tunja,7,2178.3333333333335
arracacha*,tunja,8,2240.866666666667
arracacha*,tunja,9,1909.7142857142858
arracacha*,tunja,10,2039.642857142857
arracacha*,tunja,11,2129.266666666667
arracacha*,tunja,12,1931.9285714285713
arracacha*,valledupar,1,3561.0
arracacha*,valledupar,2,3424.0
arracacha*,valledupar,3,3270.0
arracacha*,valledupar,4,3000.0
arracacha*,valledupar,5,3040.0
arracacha*,valledupar,6,3039.6923076923076
arracacha*,valledupar,7,3775.0
arracacha*,valledupar,8,3092.3076923076924
arracacha*,valledupar,9,2734.125
arracacha*,valledupar,10,3222.222222222222
arracacha*,valledupar,11,3610.5
arracacha*,valledupar,12,3433.2
arracacha*,villavicencio,1,3938.4615384615386
arracacha*,villavicencio,2,3287.5
arracacha*,villavicencio,3,2947.222222222222
arracacha*,villavicencio,4,3057.8947368421054
arracacha*,villavicencio,5,3202.9411764705883
arracacha*,villavicencio,6,2760.866666666667
arracacha*,villavicencio,7,2636.3888888888887
arracacha*,villavicencio,8,2598.529411764706
arracacha*,villavicencio,9,2482.1428571428573
arracacha*,villavicencio,10,3044.5882352941176
arracacha*,villavicencio,11,2861.6428571428573
arracacha*,villavicencio,12,3210.4166666666665
arveja verde en vaina,armenia,1,5288.666666666667
arveja verde en vaina,armenia,2,5369.5
arveja verde en vaina,armenia,3,5536.5
arveja verde en vaina,armenia,4,5623.777777777777
arveja verde en vaina,armenia,5,5117.363636363636
arveja verde en vaina,armenia,6,5422.166666666667
arveja verde en vaina,armenia,7,4266.636363636364
arveja verde en vaina,armenia,8,4837.583333333333
arveja verde en vaina,armenia,9,5204.818181818182
arveja verde en vaina,armenia,10,3737.0
arveja verde en vaina,armenia,11,4201.6875
arveja verde en vaina,armenia,12,4672.555555555556
arveja verde en vaina,barranquilla,1,9228.722222222223
arveja verde en vaina,barranquilla,2,8443.173913043478
arveja verde en vaina,barranquilla,3,9034.935483870968
arveja verde en vaina,barranquilla,4,9596.7
arveja verde en vaina,barranquilla,5,8734.57142857143
arveja verde en vaina,barranquilla,6,8677.76
arveja verde en vaina,barranquilla,7,8258.869565217392
arveja verde en vaina,barranquilla,8,8205.0
arveja verde en vaina,barranquilla,9,8021.52
arveja verde en vaina,barranquilla,10,7873.291666666667
arveja verde en vaina,barranquilla,11,7643.5
arveja verde en vaina,barranquilla,12,8325.368421052632
arveja verde en vaina,"bogotá, d.c.",1,5444.642857142857
arveja verde en vaina,"bogotá, d.c.",2,5596.09756097561
arveja verde en vaina,"bogotá, d.c.",3,6144.760869565217
arveja verde en vaina,"bogotá, d.c.",4,6365.38
arveja verde en vaina,"bogotá, d.c.",5,6506.734693877551
arveja verde en vaina,"bogotá, d.c.",6,6219.930232558139
arveja verde en vaina,"bogotá, d.c.",7,5791.25641025641
arveja verde en vaina,"bogotá, d.c.",8,5068.84
arveja verde en vaina,"bogotá, d.c.",9,4464.869565217391
arveja verde en vaina,"bogotá, d.c.",10,4076.7021276595747
arveja verde en vaina,"bogotá, d.c.",11,4418.976190476191
arveja verde en vaina,"bogotá, d.c.",12,5145.4358974358975
arveja verde en vaina,bucaramanga,1,5275.75
arveja verde en vaina,bucaramanga,2,5349.75
arveja verde en vaina,bucaramanga,3,5297.038461538462
arveja verde en vaina,bucaramanga,4,6108.625
arveja verde en vaina,bucaramanga,5,5531.125
arveja verde en vaina,bucaramanga,6,5361.478260869565
arveja verde en vaina,bucaramanga,7,4475.421052631579
arveja verde en vaina,bucaramanga,8,5139.347826086957
arveja verde en vaina,bucaramanga,9,4939.04347826087
arveja verde en vaina,bucaramanga,10,3193.6190476190477
arveja verde en vaina,bucaramanga,11,3445.684210526316
arveja verde en vaina,bucaramanga,12,4482.055555555556
arveja verde en vaina,cali,1,4556.9473684210525
arveja verde en vaina,cali,2,4895.689655172414
arveja verde en vaina,cali,3,4955.16
arveja verde en vaina,cali,4,5232.709677419355
arveja verde en vaina,cali,5,4668.590909090909
arveja verde en vaina,cali,6,4812.391304347826
arveja verde en vaina,cali,7,4944.423076923077
arveja verde en vaina,cali,8,4598.458333333333
arveja verde en vaina,cali,9,4069.962962962963
arveja verde en vaina,cali,10,3141.5185185185187
arveja verde en vaina,cali,11,3127.818181818182
arveja verde en vaina,cali,12,4424.166666666667
arveja verde en vaina,cúcuta,2,4020.0
arveja verde en vaina,cúcuta,3,5741.142857142857
arveja verde en vaina,cúcuta,4,5679.538461538462
arveja verde en vaina,cúcuta,5,6555.615384615385
arveja verde en vaina,cúcuta,6,5304.1
arveja verde en vaina,cúcuta,7,4918.1875
arveja verde en vaina,cúcuta,8,4364.153846153846
arveja verde en vaina,cúcuta,9,5196.2307692307695
arveja verde en vaina,cúcuta,10,4092.133333333333
arveja verde en vaina,cúcuta,11,5630.25
arveja verde en vaina,cúcuta,12,4013.6
arveja verde en vaina,ibagué,1,4402.4
arveja verde en vaina,ibagué,2,4769.1875
arveja verde en vaina,ibagué,3,5075.181818181818
arveja verde en vaina,ibagué,4,5349.6
arveja verde en vaina,ibagué,5,5223.533333333334
arveja verde en vaina,ibagué,6,5199.166666666667
arveja verde en vaina,ibagué,7,5173.0
arveja verde en vaina,ibagué,8,4504.473684210527
arveja verde en vaina,ibagué,9,3943.6666666666665
arveja verde en vaina,ibagué,10,3319.5625
arveja verde en vaina,ibagué,11,3764.1
arveja verde en vaina,ibagué,12,4657.071428571428
arveja verde en vaina,manizales,1,5498.222222222223
arveja verde en vaina,manizales,2,5573.5
arveja verde en vaina,manizales,3,6291.666666666667
